7.709960937500000000e-01 -1.144531250000000000e+00 -4.140625000000000000e-01 2.356085395812988281e+01 -4.559608078002929688e+01 -2.630674743652343750e+02 7.963451862335205078e+00 1.308638881891965866e-02 5.689123828125000000e+04
2.041015625000000000e-01 1.738281250000000000e-01 6.406250000000000000e-01 8.954712677001953125e+01 -5.810307693481445312e+01 -2.648341369628906250e+02 8.060585975646972656e+00 1.263848040252923965e-02 7.124182812500000000e+04
-8.364257812500000000e-01 -7.949218750000000000e-01 -1.027343750000000000e+00 -2.146557044982910156e+01 8.367694091796875000e+01 -1.687780456542968750e+02 6.861702442169189453e+00 3.682727739214897156e-02 5.789661718750000000e+04
-1.246582031250000000e+00 -1.757812500000000000e-02 6.914062500000000000e-01 4.983940124511718750e+01 3.149455833435058594e+01 -2.193249816894531250e+02 7.460995197296142578e+00 9.152559563517570496e-03 5.554230859375000000e+04
2.395996093750000000e+00 1.757812500000000000e-01 9.648437500000000000e-01 2.935022926330566406e+01 -9.610275030136108398e-01 -2.493180389404296875e+02 1.123006439208984375e+01 2.255639294162392616e-03 6.520342187500000000e+04
-1.301757812500000000e+00 -3.085937500000000000e-01 1.679687500000000000e-01 3.615793609619140625e+01 5.624864196777343750e+01 -1.481056518554687500e+02 8.212928771972656250e+00 1.589042693376541138e-02 8.703601562500000000e+04
7.436523437500000000e-01 1.445312500000000000e+00 5.351562500000000000e-01 4.672169876098632812e+01 -3.782786941528320312e+01 -2.419209442138671875e+02 1.248051738739013672e+01 8.948688046075403690e-04 5.001319921875000000e+04
-6.347656250000000000e-03 2.597656250000000000e-01 4.101562500000000000e-01 9.287309265136718750e+01 3.309041595458984375e+01 -2.753630676269531250e+02 7.432009220123291016e+00 8.979394100606441498e-03 4.376352343750000000e+04
-3.173828125000000000e-01 4.433593750000000000e+00 -2.165507812500000000e+02 1.016557540893554688e+02 -9.658908081054687500e+01 2.172113418579101562e+01 1.056598472595214844e+01 6.993348506512120366e-05 4.876398046875000000e+04
1.202148437500000000e+00 -1.775390625000000000e+00 -4.804687500000000000e-01 6.378321075439453125e+01 5.932066726684570312e+01 -2.447805938720703125e+02 8.908015251159667969e+00 5.185370799154043198e-03 7.162102343750000000e+04
1.840332031250000000e+00 3.777343750000000000e+00 6.324218750000000000e+00 3.785015106201171875e+01 -1.078476905822753906e+01 -1.952858581542968750e+02 1.156217002868652344e+01 1.288977218791842461e-03 6.615621093750000000e+04
-1.572753906250000000e+00 -1.894531250000000000e+00 3.906250000000000000e-03 9.725053405761718750e+01 -1.433498001098632812e+01 -1.527142486572265625e+02 1.003300285339355469e+01 4.942502826452255249e-03 3.774201171875000000e+04
-5.087890625000000000e-01 -1.503906250000000000e-01 -2.187500000000000000e-01 4.505017852783203125e+01 3.230424118041992188e+01 -1.670011444091796875e+02 8.554871559143066406e+00 2.374513633549213409e-02 4.871242968750000000e+04
1.171875000000000000e-01 -4.003906250000000000e-01 -2.343750000000000000e-01 8.482852935791015625e+01 -1.634764099121093750e+01 -2.378815765380859375e+02 7.993638038635253906e+00 1.373985596001148224e-02 7.514250000000000000e+04
