3.110839843750000000e+00 -8.710937500000000000e-01 6.115195312500000000e+02 2.640813293457031250e+02 -6.897657012939453125e+01 9.801548767089843750e+01 5.292665446177124977e-04 1.159136134322646208e+22 1.854696711234282702e-05 0.000000000000000000e+00 2.455031750000000000e+06 9.208592222087474966e-11 1.017433281250000000e+05
4.985351562500000000e-01 -2.337890625000000000e+00 1.406093750000000000e+02 -3.397011413574218750e+02 -1.649536590576171875e+02 2.006002349853515625e+02 5.179409869015216827e-03 6.209304772189819503e+21 1.113499529310502112e-04 0.000000000000000000e+00 7.568833000000000000e+06 2.292958015459589660e-06 9.389633593750000000e+04
-4.022949218750000000e+00 -8.046875000000000000e-01 4.200703125000000000e+02 -1.007798843383789062e+02 -1.052056503295898438e+01 1.282279872894287109e+01 4.118453711271286011e-03 9.024692924543559270e+21 3.056060086237266660e-05 0.000000000000000000e+00 2.258342500000000000e+06 7.272961966009461321e-07 7.912049218750000000e+04
-2.769531250000000000e+00 -1.330078125000000000e+00 -5.507656250000000000e+02 1.282541809082031250e+02 -2.421484184265136719e+01 -1.346617126464843750e+02 1.183458883315324783e-02 1.105035743078932650e+22 2.092774957418441772e-05 0.000000000000000000e+00 2.789026250000000000e+06 1.752406546984275337e-06 9.946748437500000000e+04
-1.538085937500000000e-01 -4.599609375000000000e+00 -1.308750000000000000e+02 1.027288131713867188e+02 -1.818820648193359375e+02 -1.835522460937500000e+02 2.484226226806640625e-02 2.581911977521645093e+21 2.583822701126337051e-03 0.000000000000000000e+00 1.051916503906250000e+04 1.061153307091444731e-04 1.566450625000000000e+05
3.937011718750000000e+00 4.589843750000000000e-01 1.123906250000000000e+02 -2.706235046386718750e+02 -4.370303649902343750e+02 1.367347717285156250e+02 1.487550046294927597e-02 5.950664734439792181e+21 1.272522640647366643e-04 0.000000000000000000e+00 2.219156000000000000e+06 7.212493073893710971e-06 9.444775781250000000e+04
-1.370117187500000000e+00 3.376953125000000000e+00 -1.121093750000000000e+01 -6.595971679687500000e+01 -1.108563308715820312e+02 -2.841901855468750000e+02 1.875514537096023560e-02 6.786989940641934344e+21 7.527229172410443425e-05 0.000000000000000000e+00 4.273764500000000000e+06 6.135014700703322887e-06 8.288893750000000000e+04
2.323242187500000000e+00 -4.093750000000000000e+00 -1.275664062500000000e+02 1.019628372192382812e+02 -1.754207000732421875e+02 -1.705807342529296875e+02 2.905680984258651733e-02 2.775455860357752422e+21 1.926161581650376320e-03 0.000000000000000000e+00 1.705520117187500000e+04 9.946213685907423496e-05 1.450525937500000000e+05
2.070800781250000000e+00 -2.644531250000000000e+00 2.762578125000000000e+02 -7.714551544189453125e+01 4.182389676570892334e-01 -1.965650329589843750e+02 4.075240343809127808e-03 8.485813022280682308e+21 5.188466093386523426e-05 0.000000000000000000e+00 2.760803000000000000e+06 1.148863589151005726e-06 1.116732187500000000e+05
-3.741699218750000000e+00 -8.183593750000000000e-01 -1.901718750000000000e+02 9.864883422851562500e+00 -1.705079956054687500e+02 -8.607142639160156250e+01 1.909983810037374496e-03 6.246634546551140123e+21 8.823462121654301882e-05 0.000000000000000000e+00 4.253536000000000000e+06 1.261456361589807784e-08 7.575426562500000000e+04
